100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,0
100,100,77.4385,7.83,-0.0986111,1
100,100,77.8041,7.81809,-0.0986111,0
100,100,78.4266,7.81412,-0.0987618,0
100,100,78.4093,7.81412,-0.0988121,0
100,100,78.4031,7.81412,-0.0988121,0
100,100,78.3999,7.81412,-0.0988121,1
100,100,100,7.80619,-0.0988121,1
100,100,100,7.79428,-0.0989128,1
100,100,100,7.78237,-0.0990644,1
100,100,100,7.77032,-0.0992165,1
100,100,100,7.75444,-0.099371,1
100,100,100,7.74253,-0.0995751,1
100,100,100,7.73063,-0.0997287,1
100,100,100,7.71857,-0.0998827,1
100,100,100,7.70667,-0.100039,1
100,100,100,7.69476,-0.100194,1
100,100,100,7.68286,-0.10035,1
100,100,100,7.6708,-0.100506,1
100,100,100,7.65493,-0.100664,1
100,100,100,7.64302,-0.100874,1
100,100,100,7.63112,-0.101031,1
100,100,100,7.61906,-0.10119,1
100,100,100,7.60716,-0.10135,1
100,100,100,7.59526,-0.101509,1
100,100,100,7.58335,-0.101669,1
100,100,100,7.56733,-0.101829,1
100,100,100,7.55543,-0.102046,1
100,100,100,7.54352,-0.102207,1
100,100,100,7.53162,-0.102369,1
100,100,100,7.51972,-0.102531,1
100,100,100,7.50766,-0.102694,3
100,100,100,7.50353,-0.0372808,0
100,100,100,7.50345,-0.00428609,0
100,100,100,7.50345,-0.00430187,0
100,100,100,7.50345,-0.00430705,0
100,100,100,7.50345,-0.00430977,0
100,100,100,7.50345,-0.00431123,0
100,100,100,7.50345,-0.00431204,0
100,100,100,7.50345,-0.0043125,0
100,100,100,7.50345,-0.00431277,3
100,100,100,7.5033,0.0613428,0
100,100,52.2206,7.50322,0.0942416,0
100,100,52.2252,7.50322,0.0942317,0
100,100,52.2274,7.50322,0.0942263,0
100,100,52.2285,7.50322,0.0942235,1
100,100,100,7.49528,0.0964819,0
100,100,100,7.49131,0.0965838,0
100,100,100,7.49131,0.0966394,0
100,100,100,7.49131,0.09664,0
100,100,100,7.49131,0.09664,1
100,100,100,7.48337,0.0987436,1
100,100,100,7.47139,0.0988605,1
100,100,100,7.45948,0.0990223,1
100,100,100,7.4475,0.0991801,1
100,100,100,7.43559,0.0993454,1
100,100,100,7.42369,0.0995173,1
100,100,100,7.40774,0.0996959,1
100,100,100,7.39576,0.0999181,1
100,100,100,7.38385,0.100079,1
100,100,100,7.37195,0.100239,1
100,100,100,7.35997,0.100403,1
100,100,100,7.34806,0.100575,1
100,100,100,7.33608,0.100752,1
100,100,100,7.32021,0.100934,1
100,100,100,7.30823,0.10116,1
100,100,100,7.29633,0.101325,1
100,100,100,7.28435,0.101492,1
100,100,100,7.27244,0.101668,1
100,100,100,7.26046,0.10185,1
100,100,100,7.24856,0.10203,1
100,100,100,7.23261,0.102203,1
100,100,100,7.22071,0.102426,1
100,100,100,7.20873,0.102595,1
100,100,100,7.19683,0.102771,1
100,100,100,7.18485,0.102953,1
100,100,100,7.17295,0.10314,1
100,100,100,7.15701,0.103326,1
100,100,100,7.14511,0.103558,1
100,100,100,7.13313,0.10373,1
100,100,100,7.12123,0.103909,1
100,100,100,7.10933,0.104096,1
100,100,100,7.09735,0.104285,1
100,100,100,7.08538,0.10447,1
100,100,100,7.06951,0.104647,1
100,100,100,7.05761,0.10488,1
100,100,100,7.04564,0.10506,1
100,100,100,7.03374,0.105248,1
100,100,100,7.02177,0.105441,1
100,100,100,7.00987,0.105634,1
100,100,100,6.99789,0.105823,1
100,100,100,6.986,0.106004,1
100,100,100,6.97006,0.106186,1
100,100,100,6.95816,0.106439,1
100,100,100,6.94619,0.106637,1
100,100,100,6.93429,0.106833,1
100,100,100,6.92232,0.107021,1
100,100,100,6.91042,0.107204,1
100,100,100,6.89852,0.107388,1
100,100,100,6.88655,0.107577,1
100,100,100,6.87062,0.10778,1
100,100,100,6.85872,0.108045,1
